date,date_kind,date_precision,track,category,headline,detail,quote,source_type,source_ref,issue,verified,notes
2020-08-19,published,day,ucl,restrictions,Campus Opening Guide sets out a four-stage building reopening process,"Planning, building preparation, approval to open and confirmation, with each department nominating a liaison to the Estates team.",Each department must nominate a dedicated person to liaise with the Estates Team throughout the building reopening process.,newsletter,105_19_August__Issue_105_.html,105,quote-exact,The procedure by which all campus buildings were open by 2 September 2020.
2020-08-19,published,day,ucl,research,"Fieldwork framework published to govern planning, approval and management","Working alongside existing risk assessments, with pre-conditions and a checklist before approval, overseen by a dedicated group.","A framework has been developed which informs the planning, approval and management of fieldwork and works alongside the existing risk assessments.",newsletter,105_19_August__Issue_105_.html,105,quote-exact,Formalises the fieldwork restart permitted on 25 June 2020. Added after a coverage check flagged issue 105 as decision-bearing but uncited.
2020-08-24,published,day,ucl,testing,Visitors to campus must declare symptoms and register where they went,Contact details and areas visited collected so UCL could respond to cases.,They will also be asked to supply their contact details and the areas of campus they are visiting. We will use this information to make sure campus is as safe as possible and respond to any potential cases of COVID-19 should they occur.,newsletter,106_24_August__Issue_106_.html,106,quote-exact,UCL building its own contact-tracing capability three weeks before the case reporting tool was announced.
2020-08-26,announced,day,ucl,accommodation,Staff offices released to students as study space after distancing cuts capacity,"Floors in Bidborough House and Torrington Place given over to students, against the 6,000 study spaces available the previous year.","Social distancing put in place to ensure the safety of everyone on campus means that the number of student study spaces on campus will be much reduced compared with the 6,000 we had last year.",newsletter,107_26_August__Issue_107_.html,107,quote-exact,"Names three compounding causes: distancing, growth in postgraduate applications, and the large first-year intake following the A level U-turn. A direct consequence of the 2 metre decision of 8 July."
2020-09-01,effective,day,ucl,restrictions,Presumption of return from 1 September for staff whose work requires the site,"Covering face-to-face teaching, some professional services and technical services in laboratories.","If you need to be onsite to do your job (e.g. to deliver face to face teaching, some Professional Services support or technical services in a laboratory), then there is a presumption that you will return to campus for the number of hours required in order to fulfil your role from 1 September.",newsletter,095_27_July__Issue_95_.html,95,quote-exact,"Filed on 1 September, the effective date; announced 27 July. The two limbs of this policy — presumption to return for some, remote until January for others — are what the on-campus and off-campus split in the case data is measuring."
2020-09-02,effective,day,ucl,restrictions,All campus buildings open on schedule for the new academic year,"Over 100 buildings requiring safety and statutory checks, completed to the July roadmap.","With thanks to the Estates Operations team and colleagues across UCL, all buildings on campus are now open, on schedule and in time for the start of the new term.",newsletter,108_2_September__Issue_108_.html,108,quote-exact,"Five and a half months after the closure of 20 March 2020. Open, but under the 25% occupancy cap and 2 metre distancing."
2020-09-02,published,day,ucl,epidemiology,Pre-enrolment data used to forecast how many students would be on campus,,"It is particularly urgent this year, as we will use this to forecast student numbers on campus and manage activities within our 2-metre social distancing guidelines.",newsletter,108_2_September__Issue_108_.html,108,quote-exact,UCL predicting campus occupancy from enrolment before it could measure it. The case statistics that began six weeks later gave it a measurement instead.
2020-09-02,effective,day,ucl,teaching,Zoom licensed for a year because it was the most reliable platform for China,Supported by ISD from 2 September alongside Blackboard Collaborate and Microsoft Teams.,"UCL has purchased a 12-month licence for Zoom, as it is currently the most reliable platform for access from China.",newsletter,107_26_August__Issue_107_.html,107,quote-exact,A platform decision driven by where students physically were. Many were expected to study the whole of Term 1 from outside the UK.
2020-09-07,announced,day,ucl,wellbeing,"Student Success Advisers appointed, one for every 200 undergraduates",Embedded in academic departments and contacting students before and after arrival.,"Each Adviser will be responsible for around 200 students, acting as their first point of contact for any questions or problems they may have, and proactively contacting them before and after they arrive.",newsletter,109_7_September__Issue_109_.html,109,quote-exact,
2020-09-07,announced,day,ucl,wellbeing,Student Support Fund opened for students facing severe financial hardship,"Prioritising students from low-income families and BAME backgrounds, disabled students and those with experience of care or homelessness, and receiving the Provost's donated salary.",We know that many students are experiencing severe financial hardship this year. The situation for some is so critical that they are being forced to consider leaving UCL.,newsletter,109_7_September__Issue_109_.html,109,quote-exact,"The destination of the 20% salary reduction announced on 24 April, now opened to staff donations."
2020-09-09,announced,day,ucl,governance,No national pay uplift for 2020-21; UCL raises London weighting by 2%,National negotiations agreed no uplift because of the sector's financial position. UCL kept automatic incremental progression on grades 1 to 9 and backdated the London weighting rise to 1 August.,"UCL, like most universities in the UK, takes part in national pay negotiations where it was agreed there would be no pay uplift for 2020–21, due to the financial impact of COVID-19 on the sector nationally.",newsletter,110_9_September__Issue_110_.html,110,quote-exact,A sector-level decision by UCEA that UCL partly offset locally. The UCEA settlement is a stage 2 retrieval target for the sector track.
2020-09-09,published,day,ucl,epidemiology,Provost notes the national daily case count clearly rising again,Written the week the rule of six was introduced and three weeks before term began.,"with the daily national number of new cases clearly on the rise again, it remains a time of great uncertainty",newsletter,110_9_September__Issue_110_.html,110,quote-exact,UCL watching national figures because it had none of its own. The reporting tool announced in the same issue is the answer to exactly this.
2020-09-09,announced,day,ucl,epidemiology,UCL announces a reporting tool to monitor and respond to cases at UCL,"Due mid-September, designed with UCL public health experts who had been advising the government.","This guidance will remain in place until mid-September, when we will launch a new reporting tool to monitor and respond to coronavirus cases at UCL. This system is being designed with UCL public health experts who have been advising the Government.",newsletter,110_9_September__Issue_110_.html,110,quote-exact,"The origin of the dataset this archive preserves. The published case page first appears in the archive on 12 October 2020, about a month after this announcement, and the first published figure is dated 2020-10-09. This row is the single most important link between the newsletter track and the data track."
2020-09-14,effective,day,national,restrictions,The rule of six bans social gatherings above six in England,Applied indoors and outdoors.,‘Rule of six’ – indoor and outdoor social gatherings above six banned in England,web,https://www.instituteforgovernment.org.uk/sites/default/files/timeline-lockdown-web.pdf,,primary-retrieved,"UCL noted it on 9 September while saying it had not yet decided what to do, which is rare candour in the record."
2020-09-14,announced,day,ucl,assessment,Quality assurance processes temporarily relaxed to cut administrative workload,"Internal Quality Review deferred a year for most departments, extenuating circumstances reporting suspended, the emergency module amendment procedure continued, and peer observation reporting suspended.","A series of temporary modifications to quality assurance processes at departmental level has been agreed for 2020-21, to uphold UCL’s academic standards while reducing administrative workload.",newsletter,111_14_September__Issue_111_.html,111,quote-exact,
2020-09-14,effective,day,ucl,restrictions,Rule of six noted as UCL considers its response,,the Government has reported a rise in coronavirus cases and limited social gatherings to six people from Monday. UCL is monitoring the situation and considering our response.,newsletter,110_9_September__Issue_110_.html,110,quote-exact,"Filed on 14 September, the Monday the national limit took effect; reported by UCL on 9 September. A rare case of UCL saying openly that it had not yet decided what to do."
2020-09-16,announced,day,ucl,testing,Asymptomatic testing ruled out as a routine offer,,"Testing of asymptomatic staff or students will only be undertaken where our public health advisers consider this appropriate, and will not be offered routinely.",newsletter,112_16_September__Issue_112_.html,112,quote-exact,"Load-bearing for reading the case data. The published counts are confirmed cases arising largely from symptomatic testing, so they undercount by design and the size of the undercount is unknown."
2020-09-16,announced,day,ucl,testing,"UCL to provide up to 1,000 tests a day for symptomatic staff and students","Built on an August pilot in the Paul O'Gorman Building, complementing rather than replacing national testing, with positives referred to NHS Test and Trace.","We will provide up to 1,000 tests every day for symptomatic staff and students across UCL by the start of term.",newsletter,112_16_September__Issue_112_.html,112,quote-exact,Prompted by the widely reported failure of NHS testing capacity in September 2020. UCL built its own because the national system could not be relied on.
2020-09-16,announced,day,ucl,testing,UCL to work with Camden and Islington public health teams on case response,,"We will, of course, continue to work with Camden and Islington public health teams and with the London Coronavirus Response Cell.",newsletter,112_16_September__Issue_112_.html,112,quote-exact,"Names Camden explicitly as a public health partner, which is the institutional counterpart to the Camden case comparator in the data track."
2020-09-17,effective,day,ucl,testing,Connect to Protect reporting tool launched for staff and students,"Collecting symptoms, testing status, self-isolation status and areas of campus recently visited, to monitor the number and location of potential cases.","When you log-in, you will be asked about any symptoms you have, if you are being tested for coronavirus, if you are self-isolating, and if you have visited any areas of campus recently. We will use this information to monitor the number and location of any potential coronavirus cases, and take action where necessary to keep our campus as safe as possible.",newsletter,113_21_September__Issue_113_.html,113,quote-exact,"Filed on 17 September, the day issue 112 said the tool would be available; the description here is from issue 113 of 21 September. This is the collection mechanism behind the published case counts."
2020-09-21,published,day,ucl,governance,Scenario plans published for positive cases and further lockdowns,"Including criteria for closing buildings, additional cleaning, and how people at risk would be notified.","Colleagues across UCL have also completed detailed planning in case any students or members of staff test positive for coronavirus, or if further lockdown restrictions are introduced by Government.",newsletter,113_21_September__Issue_113_.html,113,quote-exact,
2020-09-23,published,day,ucl,restrictions,Face coverings extended to UCL's outdoor spaces,Expected everywhere on campus and mandatory within two metres of another person.,"All staff, students and visitors are expected to wear face coverings, if they can, when on campus, both inside buildings and when moving around UCL's outdoor spaces;",newsletter,114_23_September__Issue_114_.html,114,quote-exact,"The fourth and widest version of the policy, five days before term began."
2020-09-24,published,day,ucl,testing,NHS COVID-19 contact tracing app launched and promoted to UCL staff,"Recommended alongside, not instead of, reporting symptoms through Connect to Protect.","The NHS has launched a new contact tracing app, which notifies individuals if they have been in significant proximity with anyone who later tests positive for coronavirus, without personal data leaving your smartphone.",newsletter,115_28_September__Issue_115_.html,115,quote-exact,"Filed on 24 September, the national launch date of the app in England and Wales; reported by UCL on 28 September. The national date needs confirming against a primary source in stage 2."
2020-09-28,published,day,ucl,governance,Community Commitment to Protect Each Other issued with the Students' Union,"Setting expectations on respecting others, reporting sickness and safety on campus and beyond, sent to all students on the first day of term.","Central to this is the newly developed Community Commitment to Protect Each Other . This outlines what is expected of everyone – staff and students alike – with expectations about respecting and protecting each other, reporting sickness and keeping safe on campus and in the wider community.",newsletter,115_28_September__Issue_115_.html,115,quote-exact,"Issued alongside student disciplinary guidance for breaches of safety requirements, so the commitment was backed by sanction."
2020-09-28,announced,day,ucl,vaccination,Free seasonal flu vaccination vouchers offered to all UK staff,"In partnership with Boots, framed as reducing the burden of respiratory disease on the NHS.",UCL is supporting a seasonal flu vaccination programme for all staff in the UK during the Autumn Term in partnership with Boots Pharmacies.,newsletter,115_28_September__Issue_115_.html,115,quote-exact,The only vaccination UCL could offer in autumn 2020. COVID-19 vaccination did not begin nationally until 8 December 2020.
2020-09-28,published,day,ucl,testing,RegisterUCL attendance system introduced to meet public health requirements,,The Registrar has written to Faculty Tutors and DOOs explaining how attendance must be captured in the coming year to ensure we are complying with Public Health England’s regulations to keep our campus safe.,newsletter,115_28_September__Issue_115_.html,115,quote-exact,"A second presence-recording system alongside Connect to Protect. Neither is the same as the on-campus marker in the published case data, which records a visit of 15 minutes or more in the two days before symptoms or test."
2020-09-28,effective,day,ucl,teaching,"Term 1 begins on 28 September, coinciding with Yom Kippur",Departments asked to be flexible about start-of-term requirements for Jewish students observing the fast.,"Yom Kippur this year coincides with the first day of term on Monday 28 September, and we would like to encourage all departments to be flexible about start of term requirements and activities",newsletter,111_14_September__Issue_111_.html,111,quote-exact,"Establishes the first day of Term 1 as 28 September 2020, which is the reference point for reading the October case surge. The published case series begins eleven days later."
2020-09-30,announced,day,ucl,teaching,China Connect launched to give students in China reliable access to teaching,Routing connections from mainland China to London via Shanghai.,"This week ISD launched a new service, China Connect, to ensure students in China have reliable and consistent access to the resources they need to support their teaching and learning activities.",newsletter,116_30_September__Issue_116_.html,116,quote-exact,"By 6 October over 2,800 users were on it, which is a measure of how many students were studying Term 1 from outside the UK and therefore absent from the campus case counts."
2020-10-05,observed,day,ucl,teaching,"Busiest online teaching day so far, with 166,000 Moodle visits","Nearly 59,000 Moodle users, over 2,800 Zoom sessions and 763 Blackboard Collaborate sessions in one day, with nearly 250 virtual common rooms set up.","5 October was the busiest online day so far, with nearly 59,000 Moodle users logging over 166,000 visits on this day alone.",newsletter,119_12_October__Issue_119_.html,119,quote-exact,A measure of how much of teaching was happening off campus in the week the case counting began.
2020-10-05,effective,day,ucl,governance,Crisis structure stood down and a Public Health Advisory Panel created,"Normal management resumed, with a new expert panel chaired by Professor Graham Hart, Dean of Population Health Sciences, to inform planning and coordinate public health activity.","The Provost has taken the decision to stand down UCL’s crisis structure and revert to the university’s normal ways of working, with the Senior Management Team continuing to function as an advisory body for the Provost.",newsletter,117_5_October__Issue_117_.html,117,quote-exact,"The third and final reorganisation: mitigation group in March, Gold/Silver/Bronze in April, Crisis Leadership Team in June, and now back to normal with a standing public health panel. It happens one week before the case page goes live and four weeks before the second national lockdown."
2020-10-05,effective,day,ucl,testing,UCL antigen testing facility begins issuing home self-test kits,For symptomatic students in UCL halls and symptomatic staff whose role required them on campus.,"UCL has established a COVID-19 antigen testing facility, which is providing home self-test kits to symptomatic students based in UCL halls and symptomatic staff whose role requires them to work on campus.",newsletter,117_5_October__Issue_117_.html,117,quote-exact,"Narrower in practice than the 1,000 tests a day for all symptomatic staff and students announced on 16 September. Eligibility is restricted to hall residents and on-site staff."
2020-10-09,published,day,data,epidemiology,UCL begins publishing daily confirmed case counts,"First row of the published series. 336 readings follow, to 2022-05-11.",,dataset,covid_raw.csv first row,,computed,"The case page was announced in issue 110 of 9 September 2020 and described in issue 119 of 12 October 2020, but the first published figure is dated 2020-10-09. Figures were published each weekday morning correct to 5pm the previous day, with weekend figures folded into Tuesday, so a Tuesday reading covers Saturday to Monday."
2020-10-12,published,day,ucl,epidemiology,Case definition set as positive tests reported to the Public Health Daily Review Group,,New cases are defined as new confirmed positive test results reported to UCL’s Public Health Daily Review Group.,newsletter,119_12_October__Issue_119_.html,119,quote-exact,"The definition behind every number in the dataset. A case had to be tested, confirmed, and reported to UCL to be counted, which is three separate opportunities for undercounting."
2020-10-12,published,day,ucl,epidemiology,"Case page updated weekday mornings, correct to 5pm the previous day",Weekend figures folded into Tuesday's report.,These data will be updated by 9am Monday to Friday. Figures are correct as of 5pm the previous day. Figures received over the weekend will be included in Tuesday’s report.,newsletter,119_12_October__Issue_119_.html,119,quote-exact,"The primary source for two conventions the archive documents: that Tuesday's figure covers Saturday to Monday, and that each figure lags reality by up to a day. Both must be carried into any reading of the daily series."
2020-10-12,effective,day,ucl,governance,Newsletter cadence drops from twice weekly to weekly on Mondays,,"To reduce the pressure on your inboxes a little bit, you will now receive a coronavirus update once a week on Monday afternoons.",newsletter,119_12_October__Issue_119_.html,119,quote-exact,"The second cadence change, in the same issue that launches the case page. From this point the newsletters thin while the data thickens."
2020-10-12,published,day,ucl,epidemiology,UCL publishes a webpage of confirmed COVID-19 cases among staff and students,"Showing cases in the last 24 hours, the last 7 days, and the total since Term 1 began on 28 September.",UCL has published a webpage showing the numbers of confirmed cases of COVID-19 among UCL’s staff and students.,newsletter,119_12_October__Issue_119_.html,119,quote-exact,"The page this whole archive exists to preserve. Announced on 9 September, launched here. The first published figure in covid_raw.csv is dated 2020-10-09, three days before this newsletter, so the page existed briefly before it was announced."
2020-10-14,effective,day,national,restrictions,A three-tier system of restrictions starts in England,London moved to Tier 2 on 17 October and UCL stayed open.,A new three-tier system of Covid-19 restrictions starts in England,web,https://www.instituteforgovernment.org.uk/sites/default/files/timeline-lockdown-web.pdf,,primary-retrieved,The tier system is the mechanism by which national policy reached UCL geographically rather than sectorally.
2020-10-17,effective,day,ucl,restrictions,London moves to Tier 2 and campus stays open,"Indoor socialising outside the household banned, rule of six outdoors, no travel to Tier 3 areas. For students in halls, the household is everyone sharing a kitchen or bathroom.","London has moved to a Tier 2 (high) alert level for COVID-19 and additional restrictions have been introduced to help reduce the spread of infection. Many of the restrictions are the same as before and campus remains open, with measures in place to keep everyone as safe as possible.",newsletter,120_19_October__Issue_120_.html,120,quote-exact,"Filed on 17 October, when London entered Tier 2; reported by UCL on 19 October, a two-day lag. Face-to-face teaching continued unchanged, which is a decision as much as the tiering was."
2020-10-19,published,day,ucl,epidemiology,Cases found most frequently in student accommodation,With a contact defined as close proximity from two days before symptoms to ten days after onset.,As we find cases of COVID-19 across UCL (most frequently in our student accommodation) the team will work with each case to understand who is a ‘contact’ and needs to self-isolate.,newsletter,120_19_October__Issue_120_.html,120,quote-exact,"Directly relevant to reading the on-campus marker. If transmission was concentrated in halls rather than in teaching spaces, the on-campus flag records where people had been, not where they were infected — which is exactly what the archive documentation says it means."
2020-10-19,published,day,ucl,governance,Monthly building safety inspections made mandatory,"Approved by the Health and Safety Committee, with 30 departmental inspections across 25 buildings done and Safety Services having visited 58 buildings and 197 teaching spaces.","UCL’s Health and Safety Committee has approved a mandatory safety monitoring programme, to ensure compliance with existing implemented COVID-19 risk control measures which began in August.",newsletter,120_19_October__Issue_120_.html,120,quote-exact,
2020-10-19,published,day,ucl,testing,UCL case management described as its own version of contact tracing,Run in partnership with Camden and Islington Public Health and linked to the national test and trace programme.,"This response includes case management, which is our version of ‘tracing’, and our internal testing provision, both of which are linked into the national ‘test and trace’ programme.",newsletter,120_19_October__Issue_120_.html,120,quote-exact,"UCL running a parallel local system to the national one. The published counts come from this system, not from NHS Test and Trace."
2020-10-26,announced,day,ucl,teaching,Terms 2 and 3 expected to run like Term 1,"Core teaching and assessment online with limited on-campus activity, communicated to students jointly with Students' Union officers.","indicating it is likely that teaching in Terms Two and Three will be similar to Term One; all core teaching and assessment online, and a limited amount of educational activity on campus, with alternative activity for students not on campus",newsletter,121_26_October__Issue_121_.html,121,quote-exact,"Signalled a week before the second national lockdown was announced, and formalised on 9 November."
2020-10-31,announced,day,national,restrictions,The Prime Minister announces a second national lockdown for England,Announced on a Saturday; the measures came into force on 5 November.,PM announces a second lockdown in England to prevent a “medical and moral disaster” for the NHS,web,https://www.instituteforgovernment.org.uk/sites/default/files/timeline-lockdown-web.pdf,,primary-retrieved,"This source does not say that universities were to stay open. That is UCL's account of the policy, recorded in the UCL row of 1 November, and it still needs a primary source of its own. The distinction matters because the exemption is the reason the case series behaves differently in the two lockdowns."
2020-11-01,published,day,ucl,restrictions,Provost notes universities were meant to stay open this time,,"One of the main differences between this lockdown and the first earlier this year is the intention for schools, colleges and universities to remain open.",newsletter,122_UCL_s_response_to_new_Government_national_restrictions_from_5_November_2020.html,,quote-exact,The single sentence that explains why the UCL case series behaves so differently in the two lockdowns. Needs a primary source for the government policy in stage 2.
2020-11-01,announced,day,ucl,restrictions,UCL to remain open through the second national lockdown,"The Provost's response to the announcement of 31 October, keeping libraries, study spaces, halls, catering and laboratories open, with face-to-face teaching under review.","UCL will remain open, continuing to operate in a COVID-secure way.",newsletter,122_UCL_s_response_to_new_Government_national_restrictions_from_5_November_2020.html,,quote-exact,"A one-day lag on the announcement of Saturday 31 October, and the sharpest contrast with March 2020: the first lockdown closed UCL, the second did not, because government policy this time was for universities to stay open. Files 122 and 124 are the same message duplicated in the archive; only 122 is cited."
2020-11-02,announced,day,ucl,governance,Newsletter frequency increased again in response to the second lockdown,,We will increase the frequency of these Coronavirus update emails to give you the information you need as soon as possible.,newsletter,123_3_November__Issue_122_.html,122,quote-exact,"The only time in the record the cadence goes up rather than down, which makes the newsletter frequency a usable proxy for institutional alarm. Note this newsletter is dated 2 November in its body; UCL's index page titles it 3 November and is wrong."
2020-11-05,effective,day,national,restrictions,The second national lockdown comes into force in England,"A four-week closure of non-essential retail, with educational settings treated differently from the first lockdown.",Second national lockdown comes into force in England,web,https://www.instituteforgovernment.org.uk/sites/default/files/timeline-lockdown-web.pdf,,primary-retrieved,
2020-11-09,announced,day,ucl,research,COVID-19 Career Support Scheme opened for staff whose careers were set back,"Part of the Equity and Inclusion Plan 2020-21, funding things such as additional childcare or salary costs.",this scheme invites staff whose careers are at risk of being negatively affected by the pandemic due to equity and inclusion-related circumstances to apply for support or funding to help mitigate this impact,newsletter,125_9_November__Issue_123_.html,123,quote-exact,
2020-11-09,published,day,ucl,teaching,Temporary operating model for Terms 2 and 3 published,"Fundamentally the same as Term 1, with the flexibility to increase or decrease on-campus activity according to national, regional and local rules.","The operating model for the rest of this academic year will fundamentally be the same as in Term 1 and will have the flexibility either to increase or decrease the face-to-face activity, teaching and learning, and research and innovation on campus based on the national, regional and local regulations and guidance.",newsletter,125_9_November__Issue_123_.html,123,quote-exact,An explicit statement that campus activity was indexed to external regulation rather than to UCL's own case counts. This is the mechanism the blog post's central claim depends on.
2020-11-09,effective,day,ucl,restrictions,Travel restricted to essential journeys only until 2 December,"With UCL's insurance cover reduced to a £50,000 limit for COVID-related changes and flexible tickets required.","In line with the latest guidance from the UK Government Foreign & Commonwealth Office, only essential travel will be permitted within the UK or overseas until 2 December 2020.",newsletter,125_9_November__Issue_123_.html,123,quote-exact,Reverses the partial relaxation of 15 July. The 2 December end date matches the announced end of the second national lockdown.
2020-11-11,announced,day,sector,teaching,The Department for Education publishes Christmas travel guidance for students,Published by the Department for Education and the Minister of State for Universities.,"University students will be able to travel home to spend Christmas with their families once the national restrictions end on 2 December, following steps set out in new Government guidance published today.",web,https://www.gov.uk/government/news/christmasguidance-set-out-for-university-students,,primary-retrieved,"The sector-specific counterpart to the second lockdown, and the reason UCL restricted travel to essential journeys until 2 December."
2020-11-16,effective,day,ucl,civic,Ramsay Hall becomes a COVID-19 testing centre for Camden residents,"A partnership between UCL, the London Borough of Camden and the Department of Health and Social Care, increasing testing capacity for the borough rather than for UCL.","UCL’s Ramsay Hall will become a COVID-19 testing centre from today, as part of a partnership between the London Borough of Camden and the Department of Health and Social Care (DHSC).",newsletter,126_16_November__Issue_124_.html,124,quote-exact,"UCL estate used for the borough's testing, not its own. Distinct from the Bidborough House centre for UCL students and staff, which opened a fortnight later."
2020-11-30,effective,day,ucl,testing,Asymptomatic lateral flow testing opens for students at Bidborough House,"Part of the national testing programme for universities, to support travel over the winter break. Free, voluntary, results in about two hours.","Asymptomatic COVID-19 testing for UCL students starts today, as part of the national testing programme for universities to support students to travel over the winter break.",newsletter,128_30_November__Issue_126_.html,126,quote-exact,"Reverses the position of 16 September, when asymptomatic testing was ruled out as a routine offer. It arrives as a national programme with a specific purpose: getting students home."
2020-11-30,announced,day,ucl,testing,Staff explicitly excluded from asymptomatic testing at its launch,,"If you are a member of UCL staff, please do not book an appointment for an asymptomatic test. The Government has introduced the national testing programme specifically to support students who wish to leave university for the end of term.",newsletter,128_30_November__Issue_126_.html,126,quote-exact,"Matters for reading the case data: through December 2020 the staff and student series were produced under different testing regimes, so a comparison between them in that period is not like for like."
2020-12-01,observed,month,data,epidemiology,"Monthly cases falls to 11 for students, on campus","43 in November 2020, 11 in December 2020, a change of -74%.",,dataset,covid_raw.csv studenttotal.on monthly difference,,computed,"Threshold: at least 50% and at least 25 cases, both from timeline.toml. Reported confirmed cases only, an undercount of unknown size. Testing intensity changed during the series: asymptomatic testing was ruled out in September 2020, opened to students in November 2020 and to staff in January 2021, and from 8 February 2021 a positive lateral flow test entered the count without PCR confirmation. ""On campus"" records a visit of 15 minutes or more in the two days before symptoms or a test, not where infection occurred."
2020-12-01,observed,month,data,epidemiology,"Monthly cases falls to 28 for students, off campus","76 in November 2020, 28 in December 2020, a change of -63%.",,dataset,covid_raw.csv studenttotal.off monthly difference,,computed,"Threshold: at least 50% and at least 25 cases, both from timeline.toml. Reported confirmed cases only, an undercount of unknown size. Testing intensity changed during the series: asymptomatic testing was ruled out in September 2020, opened to students in November 2020 and to staff in January 2021, and from 8 February 2021 a positive lateral flow test entered the count without PCR confirmation."
2020-12-02,effective,day,national,restrictions,The second lockdown ends and England returns to the tier system,London returned to Tier 2.,Second lockdown ends after four weeks and England returns to a stricter three-tier system of restrictions,web,https://www.instituteforgovernment.org.uk/sites/default/files/timeline-lockdown-web.pdf,,primary-retrieved,
2020-12-02,effective,day,ucl,restrictions,Second national lockdown ends and London returns to Tier 2,,"The current national lockdown period in England is due to end this Wednesday, 2 December, after which London will be in Tier 2 (High Alert) restrictions.",newsletter,128_30_November__Issue_126_.html,126,quote-exact,"London moved to Tier 3 on 16 December and Tier 4 on 20 December, neither of which the newsletters cover, because the last update before the winter break was 14 December. Both need retrieving in stage 2 to explain the December case peak."
2020-12-03,effective,day,sector,teaching,The student travel window opens,A six-day window with staggered departure dates set by each university.,"From 3 December to 9 December, which will be known as the ‘student travel window’, students will be allowed to travel home on staggered departure dates set by universities, who will work with other institutions in the region to manage pressure on transport infrastructure.",web,https://www.gov.uk/government/news/christmasguidance-set-out-for-university-students,,primary-retrieved,"A national policy written specifically for universities, and one of the few that treats the student population as an epidemiological object in its own right."
2020-12-14,announced,day,ucl,governance,Coronavirus updates to pause from the start of Term 2,"In line with the Working Smarter initiative and feedback about email volume, with The Week@UCL continuing and coronavirus emails restarting only as needed.","we are planning to pause these coronavirus emails from the start of next term. You will still receive The Week@UCL every Thursday, and we will restart these coronavirus emails as and when we need to share important information.",newsletter,130_14_December__Issue_128_.html,128,quote-exact,"The pause did not hold. Issue 129 followed on 5 January 2021, three weeks later, after the third national lockdown was announced. The intention to stop is itself evidence of how UCL read the situation in mid-December."
2020-12-14,announced,day,ucl,teaching,Phased return of students planned for Term 2 on government guidance,"Departments prioritised practical, laboratory and studio subjects and early assessments, with students free to study remotely or on campus.","Departments are writing to students today (Monday 14 December) with information about arrangements for the start of Term Two, in response to recent Government guidance about the phased return of students to universities across the country.",newsletter,130_14_December__Issue_128_.html,128,quote-exact,Overtaken within three weeks by the third national lockdown. The plan for a phased return in January never happened as described.
2020-12-14,published,day,ucl,accommodation,Student study spaces in former offices running at over 80% capacity,"Bidborough House, Torrington Place and 1 St Martin's Le Grand given over to study space and the national testing programme.","These study spaces are currently operating at above 80% capacity, and the asymptomatic testing site is playing an important role in supporting our students to travel to and from London more safely.",newsletter,130_14_December__Issue_128_.html,128,quote-exact,"Evidence that on-campus presence in December 2020 was substantial and concentrated in study space rather than teaching, which is context for the December case figures."
2020-12-19,announced,day,national,restrictions,Tier 4 announced for London and the South East,"A new ""Stay at Home"" alert level, with the planned Christmas relaxation cut short.","PM announces tougher restrictions for London and South East England, with a new Tier 4: ‘Stay at Home’ alert level. Christmas mixing rules tightened.",web,https://www.instituteforgovernment.org.uk/sites/default/files/timeline-lockdown-web.pdf,,primary-retrieved,"The start of the phase in which UCL's January 2021 rise occurs. Attributing that rise to the Alpha variant is an epidemiological claim none of the cached sources makes, so it is not made here: what the ledger supports is that the restrictions tightened and the figures rose."
2021-01-01,observed,month,data,epidemiology,"Monthly cases rises to 116 for students, off campus","28 in December 2020, 116 in January 2021, a change of +314%.",,dataset,covid_raw.csv studenttotal.off monthly difference,,computed,"Threshold: at least 50% and at least 25 cases, both from timeline.toml. Reported confirmed cases only, an undercount of unknown size. Testing intensity changed during the series: asymptomatic testing was ruled out in September 2020, opened to students in November 2020 and to staff in January 2021, and from 8 February 2021 a positive lateral flow test entered the count without PCR confirmation."
2021-01-01,observed,month,data,epidemiology,"Monthly cases rises to 154 for staff, off campus","15 in December 2020, 154 in January 2021, a change of +927%.",,dataset,covid_raw.csv stafftotal.off monthly difference,,computed,"Threshold: at least 50% and at least 25 cases, both from timeline.toml. Reported confirmed cases only, an undercount of unknown size. Testing intensity changed during the series: asymptomatic testing was ruled out in September 2020, opened to students in November 2020 and to staff in January 2021, and from 8 February 2021 a positive lateral flow test entered the count without PCR confirmation."
2021-01-01,observed,month,data,epidemiology,"Monthly cases rises to 90 for staff, on campus","17 in December 2020, 90 in January 2021, a change of +429%.",,dataset,covid_raw.csv stafftotal.on monthly difference,,computed,"Threshold: at least 50% and at least 25 cases, both from timeline.toml. Reported confirmed cases only, an undercount of unknown size. Testing intensity changed during the series: asymptomatic testing was ruled out in September 2020, opened to students in November 2020 and to staff in January 2021, and from 8 February 2021 a positive lateral flow test entered the count without PCR confirmation. ""On campus"" records a visit of 15 minutes or more in the two days before symptoms or a test, not where infection occurred."
2021-01-05,announced,day,ucl,testing,Twice-weekly asymptomatic testing extended to staff working on campus,"At Bidborough House, free and voluntary, using lateral flow tests.",UCL and contracted staff who are working on campus and who do not have COVID-19 symptoms are encouraged to get tested twice a week at UCL’s testing centre in Bidborough House.,newsletter,131_5_January_2021__Issue_129_.html,129,quote-exact,"Five weeks after staff were told not to book asymptomatic tests. Encouraged on 5 January, expected by 18 January. A change in testing intensity that will show in the staff case counts independently of any change in infection."
